"","Overall_Rating","Technical_Skills","Teamwork","Customer_Service","Hire_Again","High_Performer","Retained","scale"
"6012",4,4,4,4,5,1,1,4.6142303849082
"6013",3,3,3,2,4,0,0,-3.11214662387716
"6014",4,4,4,4,5,1,1,4.6142303849082
"6015",2,3,3,3,3,0,1,-3.61410735149986
"6016",4,4,4,4,5,1,1,4.6142303849082
"6017",5,5,5,5,5,1,1,8.56081700246639
"6018",3,3,3,3,4,0,1,-1.82363155488248
"6019",3,3,3,3,4,0,0,-2.17018322593355
"6020",3,3,4,3,5,0,0,-0.400252087191017
"6021",3,3,3,3,4,0,1,-1.82363155488248
"6022",2,2,3,2,3,0,0,-5.90242400156601
"6023",4,4,4,4,5,1,1,4.6142303849082
"6024",4,4,4,4,4,1,0,3.48988606544872
"6025",3,4,3,4,4,0,0,-0.228418246918474
"6026",3,3,3,3,5,0,1,-1.04583890647407
"6027",4,4,4,4,5,1,1,4.6142303849082
"6028",3,3,4,4,5,1,1,2.60174565562774
"6029",4,4,3,4,4,1,0,2.49774757511459
"6030",1,2,1,1,1,0,0,-11.3969328252037
"6031",4,4,5,5,5,1,1,6.54833227318594
"6032",2,2,2,2,3,0,1,-6.54801082084907
"6033",2,2,2,2,3,0,1,-6.54801082084907
"6034",3,3,3,4,5,0,1,-0.103875508530471
"6035",3,3,3,4,4,0,1,-0.881668156938872
"6036",3,3,3,3,5,0,1,-1.04583890647407
"6037",3,3,4,4,4,0,1,0.110470333395263
"6038",3,3,3,3,4,0,1,-1.82363155488248
"6039",3,3,3,3,4,0,1,-1.82363155488248
"6040",3,3,3,3,4,0,1,-1.82363155488248
"6041",3,3,2,4,4,0,1,-1.87380664727301
"6042",5,3,4,4,5,1,1,4.6271119520457
"6043",3,3,3,2,3,0,1,-3.54338760123448
"6044",1,1,1,1,1,0,1,-12.0501827352241
"6045",3,3,3,3,4,0,0,-2.17018322593355
"6046",4,4,4,4,5,1,1,4.6142303849082
"6047",3,3,3,3,4,0,1,-1.82363155488248
"6048",2,2,2,1,1,0,1,-9.04555951560948
"6049",4,4,4,5,5,1,1,5.5561937828518
"6050",3,3,3,3,5,0,1,-1.04583890647407
"6051",2,2,3,3,3,0,0,-4.96046060362241
"6052",4,4,3,4,4,1,1,2.84429924616566
"6053",3,4,4,3,4,0,0,-0.178243154527942
"6054",4,4,4,4,5,1,1,4.6142303849082
"6055",4,4,4,4,4,1,1,3.8364377364998
"6056",3,3,3,4,4,0,1,-0.881668156938872
"6057",4,4,4,3,5,1,0,3.32571531591352
"6058",4,4,4,4,5,1,0,4.26767871385712
"6059",5,5,5,5,5,1,1,8.56081700246639
"6060",3,2,4,3,4,0,1,-1.83129464561982
"6061",3,3,4,3,4,0,1,-0.831493064548341
"6063",3,2,3,3,2,0,1,-4.37901843277075
"6064",3,3,3,3,2,0,1,-3.37921685169928
"6065",5,5,5,5,5,1,1,8.56081700246639
"6066",3,3,3,3,4,0,1,-1.82363155488248
"6067",4,4,4,4,4,1,1,3.8364377364998
"6068",5,5,5,5,5,1,0,8.21426533141532
"6069",3,4,4,4,5,1,1,3.60154723669922
"6070",4,3,4,4,4,1,0,2.49008448437725
"6071",3,3,3,3,5,0,0,-1.39239057752515
"6072",4,4,4,4,4,1,1,3.8364377364998
"6073",4,3,3,4,5,1,1,2.62229031350259
"6074",3,3,3,3,4,0,0,-2.17018322593355
"6075",3,3,3,4,4,0,1,-0.881668156938872
"6076",1,1,1,2,1,0,1,-11.1082193372805
"6077",2,3,2,2,4,0,1,-4.77041659136919
"6078",2,2,2,2,3,0,0,-6.89456249190015
"6079",3,3,3,3,4,0,1,-1.82363155488248
"6080",4,4,4,4,5,1,1,4.6142303849082
"6081",3,3,3,2,4,0,1,-2.76559495282608
"6082",3,3,3,3,5,0,1,-1.04583890647407
"6083",3,3,4,4,4,0,1,0.110470333395263
"6084",4,4,5,4,5,1,1,5.60636887524234
"6085",2,2,2,3,3,0,1,-5.60604742290547
"6086",5,5,5,5,5,1,0,8.21426533141532
"6087",2,1,3,2,2,0,0,-7.68001823104589
"6088",3,3,3,3,4,0,0,-2.17018322593355
"6089",1,1,1,1,1,0,0,-12.3967344062751
"6090",3,3,3,3,4,0,0,-2.17018322593355
"6091",5,5,5,5,5,1,1,8.56081700246639
"6092",3,3,3,3,4,0,0,-2.17018322593355
"6093",1,1,1,1,1,0,1,-12.0501827352241
"6094",5,5,5,5,5,1,1,8.56081700246639
"6095",3,3,3,3,5,0,0,-1.39239057752515
"6096",3,3,3,3,5,0,0,-1.39239057752515
"6097",3,3,4,3,4,0,1,-0.831493064548341
"6098",3,2,3,3,4,0,1,-2.82343313595395
"6099",3,3,3,3,4,0,0,-2.17018322593355
"6100",3,3,3,3,4,0,1,-1.82363155488248
"6101",4,3,4,4,5,1,1,3.61442880383672
"6102",4,4,4,4,5,1,1,4.6142303849082
"6103",4,4,4,4,5,1,1,4.6142303849082
"6104",1,1,1,1,2,0,0,-11.6189417578667
"6105",3,3,3,3,4,0,1,-1.82363155488248
"6106",3,4,4,4,5,1,1,3.60154723669922
"6107",4,4,4,4,5,1,1,4.6142303849082
"6108",3,2,3,3,4,0,1,-2.82343313595395
"6109",4,4,4,4,5,1,0,4.26767871385712
"6110",4,4,4,4,5,1,1,4.6142303849082
"6111",4,2,4,4,5,1,1,2.61462722276525
"6112",4,4,4,5,5,1,1,5.5561937828518
"6113",3,3,3,3,4,0,0,-2.17018322593355
"6114",3,2,3,3,4,0,1,-2.82343313595395
"6115",3,3,3,3,4,0,0,-2.17018322593355
"6116",5,4,5,4,5,1,0,6.27250035240024
"6117",4,3,4,4,4,1,1,2.83663615542832
"6118",3,3,3,3,4,0,1,-1.82363155488248
"6119",3,3,3,4,4,0,0,-1.22821982798995
"6120",3,3,3,3,4,0,1,-1.82363155488248
"6121",4,3,4,4,5,1,1,3.61442880383672
"6122",3,3,3,3,4,0,0,-2.17018322593355
"6123",2,2,1,1,3,0,0,-8.82866438017789
"6124",3,3,3,3,4,0,1,-1.82363155488248
"6125",3,3,3,3,4,0,0,-2.17018322593355
"6126",4,4,4,5,5,1,1,5.5561937828518
"6127",3,3,3,3,4,0,1,-1.82363155488248
"6128",3,3,3,3,3,0,0,-2.94797587434195
"6129",4,3,3,2,4,0,1,-1.7529118046171
"6131",2,2,3,3,4,0,1,-3.83611628416293
"6132",3,3,3,3,4,0,1,-1.82363155488248
"6133",1,1,1,1,1,0,0,-12.3967344062751
"6134",3,3,3,3,4,0,1,-1.82363155488248
"6135",2,2,4,3,2,0,1,-4.3995630906456
"6136",2,3,4,3,4,0,1,-1.84417621275732
"6137",4,4,4,4,5,1,0,4.26767871385712
"6138",4,3,4,4,5,1,0,3.26787713278565
"6139",3,3,2,2,1,0,1,-6.09111138838542
"6140",3,3,3,3,4,0,0,-2.17018322593355
"6141",3,3,3,3,3,0,1,-2.60142420329088
"6143",4,4,4,4,5,1,1,4.6142303849082
"6144",3,3,3,3,4,0,0,-2.17018322593355
"6145",4,4,4,4,5,1,1,4.6142303849082
"6146",3,4,4,4,4,1,1,2.82375458829082
"6147",3,3,4,4,5,1,1,2.60174565562774
"6148",3,3,3,4,4,0,1,-0.881668156938872
"6149",2,3,2,3,2,0,0,-5.73059016129347
"6150",3,3,3,3,4,0,1,-1.82363155488248
"6151",3,4,3,3,4,0,1,-0.823829973811001
"6152",1,2,1,2,1,0,0,-10.4549694272601
"6154",3,2,3,3,4,0,0,-3.16998480700503
"6155",3,3,3,3,4,0,1,-1.82363155488248
"6156",3,3,4,4,4,0,0,-0.236081337655814
"6157",3,3,3,3,4,0,0,-2.17018322593355
"6158",4,4,4,4,5,1,1,4.6142303849082
"6159",4,3,4,3,4,0,1,0.181190083660639
"6160",3,3,4,4,4,0,1,0.110470333395263
"6161",2,2,2,2,2,0,0,-7.67235514030855
"6162",3,3,3,3,3,0,1,-2.60142420329088
"6163",4,4,4,4,5,1,1,4.6142303849082
"6164",3,3,3,3,4,0,1,-1.82363155488248
"6166",3,3,3,3,4,0,0,-2.17018322593355
"6167",3,2,3,3,4,0,0,-3.16998480700503
"6168",3,3,3,2,4,0,0,-3.11214662387716
"6169",4,2,4,4,5,1,1,2.61462722276525
"6170",3,3,3,3,4,0,0,-2.17018322593355
"6171",3,3,3,3,4,0,0,-2.17018322593355
"6172",3,3,4,3,4,0,0,-1.17804473559942
"6173",4,4,4,4,5,1,1,4.6142303849082
"6174",1,1,1,2,2,0,1,-10.3304266888721
"6176",2,2,3,3,4,0,1,-3.83611628416293
"6177",4,3,4,4,5,1,1,3.61442880383672
"6178",3,3,4,4,5,1,0,2.25519398457667
"6179",2,1,3,2,2,0,0,-7.68001823104589
"6180",3,3,3,3,4,0,1,-1.82363155488248
"6181",5,4,4,5,5,1,1,6.56887693106078
"6182",3,3,3,3,4,0,0,-2.17018322593355
"6183",4,4,4,4,5,1,1,4.6142303849082
"6184",3,4,3,3,5,0,1,-0.0460373254026
"6185",2,2,3,3,4,0,1,-3.83611628416293
"6186",4,3,4,4,5,1,0,3.26787713278565
"6187",3,3,3,3,4,0,0,-2.17018322593355
"6188",3,3,3,3,4,0,1,-1.82363155488248
"6189",2,3,1,1,2,0,1,-8.26010377646374
"6190",2,2,3,2,4,0,1,-4.77807968210653
"6191",4,4,4,4,5,1,0,4.26767871385712
"6192",4,3,4,4,5,1,0,3.26787713278565
"6193",3,3,3,3,4,0,1,-1.82363155488248
"6194",3,2,3,4,5,0,1,-1.10367708960195
"6195",2,1,2,3,2,0,0,-7.73019332343642
"6196",3,3,4,3,5,0,1,-0.05370041613994
"6197",4,3,4,4,5,1,1,3.61442880383672
"6198",4,4,4,4,5,1,1,4.6142303849082
"6199",3,3,3,3,4,0,1,-1.82363155488248
"6200",1,1,2,1,1,0,0,-11.404595915941
"6201",2,3,3,4,3,0,0,-3.01869562460733
"6202",4,4,5,4,5,1,1,5.60636887524234
"6203",4,4,4,4,5,1,0,4.26767871385712
"6204",4,4,4,4,5,1,1,4.6142303849082
"6205",3,3,4,3,4,0,1,-0.831493064548341
"6206",2,2,3,3,4,0,0,-4.18266795521401
"6207",3,3,3,3,3,0,1,-2.60142420329088
"6208",4,4,4,4,5,1,1,4.6142303849082
"6209",3,4,4,4,5,1,1,3.60154723669922
"6210",1,2,3,3,2,0,0,-6.75093640023979
"6211",3,3,3,3,4,0,1,-1.82363155488248
"6212",3,3,3,3,4,0,0,-2.17018322593355
"6213",3,3,3,3,5,0,0,-1.39239057752515
"6214",4,4,4,4,5,1,0,4.26767871385712
"6215",3,3,4,4,5,1,1,2.60174565562774
"6216",3,3,3,3,4,0,0,-2.17018322593355
"6217",4,4,4,3,5,1,1,3.6722669869646
"6218",3,3,3,3,5,0,1,-1.04583890647407
"6219",3,3,4,4,5,1,1,2.60174565562774
"6220",3,3,3,4,5,0,0,-0.450427179581548
"6221",2,3,3,3,4,0,1,-2.83631470309146
"6222",5,5,5,5,5,1,0,8.21426533141532
"6223",3,3,3,3,4,0,1,-1.82363155488248
"6224",4,4,4,3,5,1,1,3.6722669869646
"6226",5,5,5,5,5,1,0,8.21426533141532
"6227",4,4,5,4,5,1,1,5.60636887524234
"6228",4,4,4,5,5,1,1,5.5561937828518
"6229",3,3,3,3,4,0,0,-2.17018322593355
"6230",3,3,4,4,4,0,1,0.110470333395263
"6231",2,2,3,3,3,0,0,-4.96046060362241
"6232",4,4,4,4,5,1,1,4.6142303849082
"6233",4,4,4,4,5,1,1,4.6142303849082
"6234",2,3,2,1,2,0,0,-7.61451695718068
"6235",4,4,5,4,5,1,0,5.25981720419126
"6236",3,3,3,4,4,0,0,-1.22821982798995
"6237",3,3,4,4,5,1,1,2.60174565562774
"6238",3,3,3,3,3,0,0,-2.94797587434195
"6239",3,3,4,4,4,0,1,0.110470333395263
"6240",4,4,4,4,4,1,0,3.48988606544872
"6241",3,4,3,3,4,0,0,-1.17038164486208
"6242",3,3,4,4,5,1,1,2.60174565562774
"6243",3,3,3,3,4,0,0,-2.17018322593355
"6244",2,3,3,3,4,0,0,-3.18286637414253
"6245",5,5,5,5,5,1,1,8.56081700246639
"6247",3,4,4,3,5,1,0,2.31303216770454
"6248",2,2,2,2,2,0,1,-7.32580346925747
"6249",3,3,3,3,4,0,1,-1.82363155488248
"6250",3,4,3,3,5,0,0,-0.392588996453677
"6251",3,3,3,3,4,0,0,-2.17018322593355
"6252",4,5,4,5,5,1,1,6.55599536392328
"6253",2,2,2,2,3,0,0,-6.89456249190015
"6254",4,4,4,4,4,1,1,3.8364377364998
"6255",3,3,3,3,5,0,0,-1.39239057752515
"6256",3,4,3,4,4,0,1,0.118133424132603
"6257",4,4,4,4,4,1,0,3.48988606544872
"6258",1,1,1,1,1,0,1,-12.0501827352241
"6259",5,5,5,5,5,1,1,8.56081700246639
"6260",4,3,3,2,4,0,0,-2.09946347566818
"6261",2,2,2,4,1,0,0,-6.56622099282974
"6262",1,1,1,1,1,0,1,-12.0501827352241
"6263",4,3,4,4,4,1,1,2.83663615542832
"6264",1,1,2,2,1,0,1,-10.1160808469463
"6265",3,3,3,3,4,0,0,-2.17018322593355
"6266",4,4,5,3,5,1,1,4.66440547729873
"6267",4,3,4,4,4,1,0,2.49008448437725
"6268",4,4,4,4,5,1,0,4.26767871385712
"6269",3,2,4,4,4,0,1,-0.889331247676212
"6270",4,4,4,4,5,1,1,4.6142303849082
"6271",5,5,5,5,5,1,1,8.56081700246639
"6272",3,3,3,2,4,0,1,-2.76559495282608
"6273",4,4,4,4,4,1,0,3.48988606544872
"6274",3,2,3,3,4,0,0,-3.16998480700503
"6275",3,3,3,4,5,0,0,-0.450427179581548
"6276",3,4,3,5,5,1,0,3.20482047325761
"6277",3,3,3,3,4,0,0,-2.17018322593355
"6278",1,2,3,3,2,0,0,-6.75093640023979
"6279",3,2,3,3,4,0,0,-3.16998480700503
"6280",5,5,5,5,5,1,1,8.56081700246639
"6281",3,3,3,3,4,0,1,-1.82363155488248
"6282",2,2,4,4,4,0,1,-1.90201439588519
"6283",2,2,3,3,3,0,1,-4.61390893257133
"6284",3,3,4,4,4,0,0,-0.236081337655814
"6285",3,3,3,3,4,0,1,-1.82363155488248
"6286",3,3,4,3,4,0,1,-0.831493064548341
"6287",3,3,3,3,4,0,1,-1.82363155488248
"6288",3,3,3,3,3,0,0,-2.94797587434195
"6289",3,2,3,3,3,0,0,-3.94777745541343
"6290",3,4,3,5,4,1,0,2.42702782484921
"6291",3,3,3,3,4,0,1,-1.82363155488248
"6292",2,2,2,2,2,0,1,-7.32580346925747
"6293",4,4,4,4,5,1,1,4.6142303849082
"6294",4,3,3,2,2,0,0,-3.65504877248498
"6295",3,3,4,3,5,0,1,-0.05370041613994
"6296",2,2,1,2,2,0,0,-8.66449363064268
"6297",3,3,3,5,5,0,0,0.491536218362056
"6298",3,2,3,3,4,0,1,-2.82343313595395
"6299",3,3,3,3,4,0,1,-1.82363155488248
"6300",3,3,3,3,4,0,0,-2.17018322593355
"6301",3,3,3,3,4,0,1,-1.82363155488248
"6302",3,4,4,3,4,0,1,0.168308516523134
"6303",3,3,4,3,4,0,0,-1.17804473559942
"6304",4,4,3,3,4,0,0,-0.157698496653098
"6305",3,3,3,3,4,0,1,-1.82363155488248
"6306",4,4,4,3,5,1,0,3.32571531591352
"6307",5,5,5,5,5,1,0,8.21426533141532
"6308",5,5,5,5,5,1,1,8.56081700246639
"6309",4,4,4,4,5,1,0,4.26767871385712
"6310",4,4,4,4,5,1,1,4.6142303849082
"6311",3,3,3,3,3,0,1,-2.60142420329088
"6312",3,3,3,3,4,0,0,-2.17018322593355
"6313",4,4,4,4,4,1,1,3.8364377364998
"6314",5,5,5,5,5,1,1,8.56081700246639
"6315",5,5,5,5,5,1,1,8.56081700246639
"6317",3,3,3,3,4,0,1,-1.82363155488248
"6318",3,3,3,3,3,0,0,-2.94797587434195
"6319",3,2,3,4,4,0,1,-1.88146973801035
"6320",4,4,4,4,5,1,0,4.26767871385712
"6321",2,2,2,3,3,0,0,-5.95259909395654
"6322",3,2,2,3,3,0,1,-4.59336427469649
"6323",4,4,4,4,5,1,1,4.6142303849082
"6324",3,3,2,3,4,0,1,-2.81577004521661
"6325",2,2,3,3,2,0,0,-5.73825325203081
"6326",1,2,1,2,2,0,0,-9.67717677885166
"6327",3,4,4,4,4,1,1,2.82375458829082
"6328",3,4,3,3,3,0,0,-1.94817429327048
"6329",3,3,3,4,4,0,0,-1.22821982798995
"6330",4,4,4,4,4,1,1,3.8364377364998
"6331",3,3,3,2,4,0,1,-2.76559495282608
"6332",4,4,4,4,5,1,1,4.6142303849082
"6333",4,4,5,4,5,1,0,5.25981720419126
"6334",4,4,4,3,5,1,0,3.32571531591352
"6335",3,3,3,4,4,0,0,-1.22821982798995
"6336",4,4,4,4,5,1,1,4.6142303849082
"6337",3,3,2,2,3,0,0,-4.88207776261969
"6338",3,3,3,3,5,0,1,-1.04583890647407
"6339",3,3,3,3,4,0,1,-1.82363155488248
"6340",3,3,5,5,5,1,1,4.53584754390548
"6341",3,3,4,4,4,0,1,0.110470333395263
"6343",4,3,4,4,4,1,1,2.83663615542832
"6344",3,4,4,3,4,0,0,-0.178243154527942
"6345",3,3,3,3,5,0,0,-1.39239057752515
"6346",3,3,3,3,5,0,1,-1.04583890647407
"6347",4,4,4,4,5,1,1,4.6142303849082
"6348",3,3,3,3,4,0,1,-1.82363155488248
"6349",3,3,3,3,5,0,0,-1.39239057752515
"6350",4,4,4,3,5,1,0,3.32571531591352
"6351",3,3,3,3,5,0,1,-1.04583890647407
"6352",3,4,3,3,5,0,1,-0.0460373254026
"6353",4,3,4,4,5,1,1,3.61442880383672
"6354",3,3,3,3,5,0,0,-1.39239057752515
"6355",3,3,3,4,5,0,1,-0.103875508530471
"6356",3,3,3,2,3,0,1,-3.54338760123448
"6357",4,4,4,3,5,1,1,3.6722669869646
"6358",1,1,2,2,1,0,0,-10.4626325179974
"6359",4,4,4,4,5,1,1,4.6142303849082
"6360",3,3,3,3,4,0,1,-1.82363155488248
"6361",3,2,3,3,4,0,0,-3.16998480700503
"6362",4,4,5,4,5,1,1,5.60636887524234
"6363",3,3,3,4,4,0,1,-0.881668156938872
"6365",1,1,1,1,1,0,0,-12.3967344062751
"6366",4,4,4,4,5,1,1,4.6142303849082
"6367",2,2,3,3,3,0,1,-4.61390893257133
"6368",5,5,5,5,5,1,1,8.56081700246639
"6369",5,4,4,5,5,1,1,6.56887693106078
"6370",3,3,3,3,4,0,1,-1.82363155488248
"6371",4,3,4,3,4,0,1,0.181190083660639
"6372",1,1,1,1,1,0,0,-12.3967344062751
"6373",3,3,2,3,2,0,0,-4.71790701308449
"6374",4,4,4,4,5,1,0,4.26767871385712
"6375",3,3,3,4,4,0,1,-0.881668156938872
"6376",3,3,3,3,5,0,0,-1.39239057752515
"6377",2,2,2,2,1,0,0,-8.45014778871695
"6378",3,3,3,3,3,0,0,-2.94797587434195
"6379",5,5,5,5,5,1,1,8.56081700246639
"6380",4,4,4,4,4,1,1,3.8364377364998
"6381",3,3,3,2,5,0,0,-2.33435397546876
"6382",3,3,3,3,4,0,1,-1.82363155488248
"6383",3,3,4,3,5,0,1,-0.05370041613994
"6384",3,3,3,3,4,0,1,-1.82363155488248
"6385",4,4,4,4,5,1,1,4.6142303849082
"6386",2,1,3,2,2,0,0,-7.68001823104589
"6387",4,4,4,4,4,1,1,3.8364377364998
"6388",3,3,3,3,4,0,0,-2.17018322593355
"6389",3,4,4,3,5,1,1,2.65958383875562
"6390",3,3,3,3,4,0,0,-2.17018322593355
"6391",1,2,1,1,1,0,0,-11.3969328252037
"6392",5,5,5,5,5,1,1,8.56081700246639
"6393",4,3,3,4,4,0,1,0.131014991270108
"6394",3,4,4,5,5,1,0,4.19695896359175
"6395",3,3,3,3,4,0,1,-1.82363155488248
"6396",3,3,3,4,4,0,0,-1.22821982798995
"6397",3,4,3,3,5,0,1,-0.0460373254026
"6398",1,1,1,1,1,0,0,-12.3967344062751
"6399",4,4,4,4,4,1,0,3.48988606544872
"6400",4,3,4,4,5,1,0,3.26787713278565
"6401",4,4,5,4,5,1,1,5.60636887524234
"6402",4,5,4,5,5,1,1,6.55599536392328
"6403",4,4,4,4,5,1,0,4.26767871385712
"6404",4,5,4,4,5,1,1,5.61403196597968
"6405",5,4,5,5,5,1,1,7.56101542139492
"6406",2,2,2,2,2,0,0,-7.67235514030855
"6407",2,2,2,3,2,0,0,-6.73039174236494
"6408",4,3,4,4,5,1,1,3.61442880383672
"6409",3,3,4,4,5,1,0,2.25519398457667
"6410",2,1,2,3,3,0,1,-6.60584900397694
"6411",3,3,4,4,5,1,0,2.25519398457667
"6412",4,4,4,4,5,1,0,4.26767871385712
"6413",3,3,3,4,4,0,1,-0.881668156938872
"6414",3,2,3,3,4,0,1,-2.82343313595395
"6415",4,3,4,3,4,0,1,0.181190083660639
"6416",3,3,4,4,4,0,0,-0.236081337655814
"6417",4,4,5,5,5,1,1,6.54833227318594
"6418",3,3,3,3,3,0,1,-2.60142420329088
"6419",2,2,2,2,3,0,0,-6.89456249190015
"6420",5,5,5,5,5,1,1,8.56081700246639
"6421",3,3,4,3,5,0,1,-0.05370041613994
"6422",3,3,3,3,4,0,1,-1.82363155488248
"6423",4,4,4,3,5,1,1,3.6722669869646
"6424",1,1,2,1,2,0,0,-10.6268032675326
"6425",5,5,5,5,5,1,0,8.21426533141532
"6426",4,4,3,3,5,1,1,2.68012849663046
"6427",3,3,4,4,5,1,0,2.25519398457667
"6428",3,3,3,3,4,0,1,-1.82363155488248
"6429",2,3,3,3,3,0,0,-3.96065902255093
"6431",4,4,4,4,4,1,0,3.48988606544872
"6432",3,3,3,3,5,0,0,-1.39239057752515
"6433",4,4,4,4,4,1,0,3.48988606544872
"6434",3,2,3,3,4,0,0,-3.16998480700503
"6435",3,3,3,3,4,0,0,-2.17018322593355
"6436",4,4,4,4,5,1,1,4.6142303849082
"6437",3,3,4,4,5,1,1,2.60174565562774
"6438",4,4,4,4,4,1,0,3.48988606544872
"6439",3,4,3,4,5,1,1,2.60940874636508
"6440",3,3,3,4,4,0,1,-0.881668156938872
"6441",4,4,4,4,4,1,0,3.48988606544872
"6442",3,4,5,4,5,1,0,4.24713405598228
"6443",3,3,2,4,3,0,0,-2.99815096673248
"6444",5,5,5,5,5,1,1,8.56081700246639
"6445",2,2,2,2,4,0,0,-6.11676984349175
"6446",3,3,3,3,5,0,1,-1.04583890647407
"6447",1,2,2,2,2,0,1,-8.33848661746645
"6448",3,4,3,2,4,0,1,-1.7657933717546
"6449",2,2,3,2,3,0,0,-5.90242400156601
"6452",1,1,2,2,2,0,0,-9.684839869589
"6453",4,4,4,4,5,1,1,4.6142303849082
"6454",2,2,3,3,2,0,1,-5.39170158097973
"6455",2,2,4,3,3,0,1,-3.6217704422372
"6456",4,4,4,4,5,1,1,4.6142303849082
"6458",4,3,4,5,5,1,1,4.55639220178033
"6459",4,4,4,4,5,1,1,4.6142303849082
"6460",4,4,4,4,5,1,0,4.26767871385712
"6461",3,3,4,4,4,0,0,-0.236081337655814
"6462",4,4,4,4,5,1,1,4.6142303849082
"6463",4,3,3,3,4,0,1,-0.810948406673496
"6464",3,3,3,2,4,0,0,-3.11214662387716
"6465",3,3,3,4,4,0,0,-1.22821982798995
"6466",3,3,3,3,5,0,0,-1.39239057752515
"6467",3,3,2,2,4,0,1,-3.75773344316021
"6468",2,3,3,3,2,0,1,-4.39189999990826
"6469",3,3,3,3,4,0,0,-2.17018322593355
"6470",3,3,3,4,4,0,1,-0.881668156938872
"6471",3,3,3,3,4,0,0,-2.17018322593355
"6473",4,3,4,4,4,1,1,2.83663615542832
"6474",2,2,3,2,2,0,0,-6.68021664997441
"6475",3,4,4,3,4,0,0,-0.178243154527942
"6476",1,1,2,2,1,0,0,-10.4626325179974
"6477",3,3,3,2,4,0,1,-2.76559495282608
"6478",3,3,4,4,4,0,0,-0.236081337655814
"6479",5,5,5,5,5,1,0,8.21426533141532
"6480",3,3,2,2,2,0,0,-5.65987041102809
"6481",2,2,2,2,2,0,1,-7.32580346925747
"6483",3,3,3,3,5,0,0,-1.39239057752515
"6484",5,5,5,5,5,1,1,8.56081700246639
"6485",4,4,4,4,5,1,1,4.6142303849082
"6486",3,3,4,4,4,0,1,0.110470333395263
"6487",4,4,4,4,5,1,0,4.26767871385712
"6488",3,3,3,3,5,0,0,-1.39239057752515
"6489",3,3,2,2,4,0,0,-4.10428511421129
"6490",3,4,4,4,5,1,0,3.25499556564814
"6491",1,1,1,2,1,0,0,-11.4547710083315
"6492",3,3,3,3,4,0,0,-2.17018322593355
"6493",4,4,4,4,5,1,0,4.26767871385712
"6494",3,3,3,3,2,0,1,-3.37921685169928
"6495",3,3,3,4,4,0,0,-1.22821982798995
"6496",5,5,5,4,5,1,1,7.61885360452279
"6497",2,3,2,3,3,0,0,-4.95279751288507
"6498",3,3,2,3,4,0,1,-2.81577004521661
"6499",3,2,4,3,4,0,1,-1.83129464561982
"6500",4,4,4,4,5,1,1,4.6142303849082
"6501",4,4,4,4,5,1,1,4.6142303849082
"6502",4,4,5,5,5,1,0,6.20178060213486
"6503",3,3,3,3,4,0,0,-2.17018322593355
"6504",3,3,4,3,5,0,0,-0.400252087191017
"6505",4,4,4,4,5,1,0,4.26767871385712
"6506",3,3,3,3,4,0,0,-2.17018322593355
"6507",5,4,5,5,5,1,1,7.56101542139492
"6508",3,3,3,3,4,0,0,-2.17018322593355
"6509",3,3,4,4,4,0,0,-0.236081337655814
"6510",3,2,3,3,4,0,1,-2.82343313595395
"6511",4,3,3,3,4,0,1,-0.810948406673496
"6512",3,3,2,3,3,0,1,-3.59356269362501
"6513",1,1,3,3,3,0,1,-6.62639366185179
"6514",4,4,3,4,4,1,0,2.49774757511459
"6516",4,3,4,4,5,1,1,3.61442880383672
"6517",2,4,4,4,5,1,1,2.58886408849024
"6518",3,3,3,3,5,0,0,-1.39239057752515
"6519",4,4,4,4,5,1,0,4.26767871385712
"6520",3,3,3,3,5,0,1,-1.04583890647407
"6521",3,3,4,3,4,0,1,-0.831493064548341
"6522",3,3,3,3,4,0,1,-1.82363155488248
"6523",1,1,1,1,1,0,0,-12.3967344062751
"6524",3,3,4,4,5,1,0,2.25519398457667
"6525",1,2,2,3,2,0,1,-7.39652321952285
"6526",4,4,4,4,5,1,0,4.26767871385712
"6527",5,4,4,4,5,1,0,5.2803618620661
"6528",4,4,3,4,4,1,0,2.49774757511459
"6529",5,5,4,4,5,1,1,6.62671511418865
"6530",5,5,4,5,5,1,1,7.56867851213226
"6531",4,4,4,5,5,1,1,5.5561937828518
"6532",2,3,3,3,3,0,1,-3.61410735149986
"6533",3,3,3,3,4,0,0,-2.17018322593355
"6534",4,4,5,4,5,1,1,5.60636887524234
"6535",2,2,2,2,2,0,1,-7.32580346925747
"6536",4,3,4,3,4,0,0,-0.165361587390438
"6537",4,3,4,4,5,1,1,3.61442880383672
"6539",3,3,2,3,2,0,0,-4.71790701308449
"6540",3,3,4,4,5,1,1,2.60174565562774
"6541",5,5,5,5,5,1,1,8.56081700246639
"6542",1,3,1,1,2,0,0,-9.61933859572379
"6543",3,3,3,2,4,0,0,-3.11214662387716
"6544",4,4,4,4,5,1,1,4.6142303849082
"6545",3,3,4,3,5,0,1,-0.05370041613994
"6546",2,2,3,2,2,0,1,-6.33366497892334
"6547",5,5,5,5,5,1,1,8.56081700246639
"6548",2,2,3,2,3,0,1,-5.55587233051494
"6549",1,2,1,2,1,0,1,-10.108417756209
"6550",4,4,5,5,5,1,1,6.54833227318594
"6551",3,3,3,3,3,0,0,-2.94797587434195
"6552",2,2,2,2,1,0,1,-8.10359611766587
"6553",4,4,4,5,5,1,1,5.5561937828518
"6554",4,4,5,5,5,1,1,6.54833227318594
