"","UNIQUE_ID","High_Performer","Protected_Group","Retained","scale","bio_scale","SJ1.score","SJ2.score","SJ3.score","SJ4.score","SJ5.score","SJ6.score","SJ7.score","SJ8.score","SJ9.score","latency","PScale1","PScale2","PScale3","PScale4","PScale5","PScale6","PScale7","PScale8","PScale9","PScale10","PScale11","PScale12","PScale13"
"7283",245198461,0,1,0,-10.3971312441322,0.0671348993920409,0.125814021895194,0.180214679108811,0.105069144058838,-0.0782702222235596,0.0195283973148153,0.0697295574471017,0.00289449124236004,-0.0730077558028678,0.1613607670349,107.666666666667,4,4,4,1.75,4,4,1,1,1,1,1,1,1.2
"7284",245202044,1,0,0,2.25519398457667,0.0205869783216431,0.125814021895194,0.180214679108811,0.019915664942267,-0.0782702222235596,0.0195283973148153,0.0697295574471017,0.00289449124236004,0.0733464753010898,0.135627171835627,45.2222222222222,2.5,3.5,1.75,2.25,2.25,2.16666666666667,3.25,2.5,1,1.5,1.75,1.5,1.6
"7285",245160609,0,0,1,-1.82363155488248,-0.0704252074430908,-0.0317977188044307,-0.144094909187762,-0.159758599813203,0.0277138569392193,-0.0419923234371015,0.0697295574471017,0.0486520924781456,0.0770531466804187,-0.175268761698318,28.3333333333333,1,3.75,3.25,1.5,1,2.33333333333333,2.5,4,2,1.25,4,2.5,2.8
"7286",245043779,1,0,1,7.56101542139492,-0.0497535389272474,0.088268947151857,-0.0295278093050692,0.105069144058838,0.0277138569392193,0.119082310470903,-0.188681162334108,0.00347663852804739,-0.163970353214532,0.273474905103578,47.3333333333333,4,3,2.5,2.5,2,3.5,1,2.5,1,1,1.25,1,1.8
"7287",125734243,1,1,0,3.19715738252027,0.155029736914176,-0.0317977188044307,0.180214679108811,0.019915664942267,0.00739140818196312,0.0195283973148153,0.0308841431621186,0.00347663852804739,-0.0730077558028678,0.135627171835627,45.7777777777778,3.25,4,3,1.75,2,3.16666666666667,1.25,2.5,1,1.5,2.75,2,1.6
"7288",235394024,1,0,1,5.61403196597968,0.161942820927818,0.088268947151857,0.180214679108811,0.019915664942267,0.0277138569392193,-0.152292850959183,0.0308841431621186,0.0486520924781456,-0.0730077558028678,-0.0576981988450397,55,3.75,4,4,1,3.75,3.66666666666667,1.75,1.75,1,1,2,1,1.2
"7289",245012661,0,1,1,-8.26776686720108,-0.0548137223117418,-0.338774370801121,-0.135979512919568,0.193980055278995,NA,NA,0.0308841431621186,0.0486520924781456,0.0770531466804187,-0.21570445232357,NA,2.25,4,3.75,1,1.75,3,1.25,2.75,1,1,2,1.75,2
"7290",245091809,0,0,0,-6.11676984349175,0.0209812905500225,-0.0317977188044307,-0.134892008742598,-0.155680195179028,0.00938328374616502,0.119082310470903,0.0697295574471017,-0.0997197298364098,0.0770531466804187,0.1613607670349,47.3333333333333,1.25,3.75,4,2,4,2.66666666666667,1,1,1.75,1,2.5,1.25,1.6
"7291",245206794,0,0,0,-2.17018322593355,0.0713447668848563,0.125814021895194,0.180214679108811,-0.159758599813203,0.0277138569392193,0.0195283973148153,0.0697295574471017,0.0421189851117737,0.0153154829883771,-0.0576981988450397,50.4444444444444,3.75,4,4,1.75,4,3.5,1,1.75,1,1,1.75,1,1
"7292",245107437,0,0,0,-1.17038164486208,0.0774589424121305,0.125814021895194,-0.00732295582083226,0.105069144058838,0.00938328374616502,0.0195283973148153,-0.104544200337258,0.00347663852804739,0.0733464753010898,-0.175268761698318,51.4444444444444,4,3.5,4,1.25,4,3,1.25,2.5,1.25,1.25,1,2.25,1.6
"7293",245065434,0,0,1,-3.37921685169928,0.0544632396644874,0.125814021895194,-0.0295278093050692,0.224366218008776,0.00938328374616502,0.0195283973148153,0.057262845389879,0.0486520924781456,-0.436808950440348,0.135627171835627,58.1111111111111,2.25,3.75,4,1.25,3,2.83333333333333,1,2,1,1,3.25,1,1.6
"7294",122772933,1,1,1,3.60154723669922,-0.0301045174030003,-0.1485486438502,-0.134892008742598,0.105069144058838,-0.0274278672873789,0.119082310470903,0.0697295574471017,0.00347663852804739,0.0770531466804187,0.273474905103578,112.555555555556,3.25,4,4,1,4,3.16666666666667,1,1,1,1,2.5,1,1.6
"7295",244983281,0,1,1,-1.04583890647407,0.11536560662476,0.088268947151857,-0.00732295582083226,0.019915664942267,0.00938328374616502,0.0195283973148153,0.057262845389879,0.00347663852804739,0.0153154829883771,-0.0576981988450397,69.6666666666667,2.5,3.66666666666667,4,2.25,4,2.83333333333333,1,3.25,1,1,3.25,1,1.4
"7296",245103483,1,1,0,8.21426533141532,0.157502983491857,0.088268947151857,-0.00732295582083226,0.019915664942267,0.00938328374616502,-0.152292850959183,-0.188681162334108,0.0558125618011219,0.0733464753010898,-0.0576981988450397,52.3333333333333,4,4,4,1,4,4,1,1,1,1,1.75,1,1.4
"7297",244960862,0,1,1,-12.0501827352241,0.0366470227355141,0.125814021895194,-0.00732295582083226,0.019915664942267,0.0196180801388833,-0.152292850959183,-0.188681162334108,0.0486520924781456,0.0770531466804187,-0.143782005780726,33.6666666666667,2.5,3.75,4,1,1,3,1.25,3,1,1.25,3.25,2,2.2
"7298",245086624,1,1,1,3.8364377364998,0.0673279403390696,0.125814021895194,0.180214679108811,0.193980055278995,0.00938328374616502,-0.152292850959183,-0.188681162334108,0.00347663852804739,0.0733464753010898,-0.0576981988450397,46.6666666666667,4,3.75,3.75,1.5,3.25,3.5,1,1.75,1,1,2,1,1.4
"7299",245065697,0,1,1,-1.82363155488248,0.0451448790429997,0.190540246803742,0.180214679108811,0.193980055278995,0.00938328374616502,0.119082310470903,0.0308841431621186,0.00347663852804739,0.0733464753010898,-0.143782005780726,59.3333333333333,1.75,3.5,4,1,1,3.5,1,4,1,1,4,1,2.4
"7300",245036466,0,0,1,-3.83611628416293,-0.069858061897229,-0.0317977188044307,-0.135979512919568,0.105069144058838,0.00938328374616502,0.119082310470903,0.0308841431621186,0.0558125618011219,0.0733464753010898,0.273474905103578,83.2222222222222,3.5,4,3.5,1.75,3.75,2.5,1.25,2.75,1,1.5,3,2.5,2.2
"7301",125674308,0,1,1,-1.04583890647407,0.155121810003864,-0.0317977188044307,-0.134892008742598,0.019915664942267,0.00739140818196312,-0.131017483284654,0.0308841431621186,0.00347663852804739,-0.0730077558028678,-0.0576981988450397,133.555555555556,3.75,3.25,3.75,1,3.5,2.83333333333333,1,2.5,1,1,1,1.25,1.4
"7302",245145656,0,0,1,-0.902212814813717,0.00521510021496884,0.088268947151857,0.180214679108811,0.224366218008776,-0.0274278672873789,0.0195283973148153,0.0308841431621186,0.00347663852804739,0.0770531466804187,0.135627171835627,48.3333333333333,3.5,3.5,4,2,2.5,3.5,1,3.25,1,1,1.25,2,1.6
"7303",238692973,0,0,0,-1.17804473559942,0.171194653655042,-0.0317977188044307,-0.00732295582083226,0.105069144058838,0.0277138569392193,0.0195283973148153,0.0308841431621186,0.00347663852804739,-0.0730077558028678,0.1613607670349,60.8888888888889,3,3.25,3.5,2,4,2.83333333333333,1.5,2,1,1.5,2,1,1.6
"7304",245141703,0,1,1,-0.05370041613994,-0.157636625853733,0.125814021895194,-0.123004962836159,0.105069144058838,0.00938328374616502,0.119082310470903,-0.104544200337258,0.00347663852804739,-0.163970353214532,-0.0576981988450397,593.111111111111,3.5,4,4,2.5,3.75,3.66666666666667,1.25,2.75,1,1,2,1.5,1.6
"7305",245064805,0,0,1,0.0397505831298871,0.0152680466453532,0.125814021895194,-0.00732295582083226,0.193980055278995,0.00739140818196312,0.0195283973148153,0.057262845389879,0.00347663852804739,-0.0730077558028678,0.1613607670349,50.4444444444444,3.25,3.25,2.5,1.75,2.25,3,1,1.25,1,1,3.5,1,1
"7306",245002019,0,0,1,-0.831493064548341,0.00573526683892707,-0.0317977188044307,0.180214679108811,0.019915664942267,-0.106599064831381,0.0195283973148153,0.0697295574471017,0.194158266658312,0.0733464753010898,-0.21570445232357,65.1111111111111,2.25,3.66666666666667,2.66666666666667,2,4,2.83333333333333,1.5,2.5,1.5,1.5,3.25,2.5,3.2
"7307",122847323,1,0,1,8.56081700246639,0.209224998964116,0.088268947151857,0.180214679108811,0.105069144058838,0.0277138569392193,0.0195283973148153,0.057262845389879,0.0486520924781456,0.0733464753010898,-0.0576981988450397,54,2.25,4,3.25,2.25,3.5,3,1.5,3,1.5,1.75,2,1.25,2
"7308",245120488,1,0,1,4.6142303849082,-0.000715340133110149,-0.0317977188044307,-0.0295278093050692,0.019915664942267,0.00938328374616502,0.119082310470903,0.0697295574471017,0.0486520924781456,0.0733464753010898,0.135627171835627,203.444444444444,1,3.75,4,3.25,3.25,3.5,2.5,1,1,1,2.5,3.25,2.2
"7309",245083701,0,0,1,-0.831493064548341,0.169620241993504,-0.143742027347242,-0.00732295582083226,0.019915664942267,0.0277138569392193,0.0195283973148153,0.057262845389879,0.00347663852804739,0.0733464753010898,-0.175268761698318,39.3333333333333,2.75,3.25,3.75,2.25,4,3.83333333333333,1,1.5,1,1,2.25,1.5,1.4
"7310",245096009,0,1,1,-1.82363155488248,0.156085710517115,-0.331745058615635,-0.135979512919568,0.105069144058838,0.00938328374616502,0.0195283973148153,0.0496020199988172,0.00347663852804739,0.0733464753010898,-0.0576981988450397,86.4444444444444,3,3.75,3.5,1.75,1.75,3.83333333333333,1,3.5,1,1.25,1.75,1.75,1.2
"7311",235941590,1,0,0,7.21446375034384,0.0354274317707223,-0.0317977188044307,-0.134892008742598,0.019915664942267,0.00938328374616502,0.0195283973148153,0.0697295574471017,-0.0997197298364098,0.0770531466804187,0.0821532023064181,55.1111111111111,2.5,2.25,3.25,2,1.75,2.66666666666667,1,1.75,1,1.25,2.25,2.25,1.6
"7312",120776559,1,1,0,3.25499556564814,0.178238865075483,0.190540246803742,-0.0295278093050692,0.019915664942267,0.00739140818196312,0.119082310470903,0.0697295574471017,0.0486520924781456,0.0733464753010898,0.273474905103578,69.2222222222222,3.25,3.5,3.25,2,1.5,2.5,1.5,3.5,1,1.25,2,1.25,1.8
"7313",245140450,0,0,1,-0.103875508530471,0.138402948498666,0.088268947151857,0.180214679108811,0.105069144058838,0.00938328374616502,0.0195283973148153,-0.188681162334108,0.00347663852804739,0.0733464753010898,0.273474905103578,58.6666666666667,4,3.25,4,1,4,4,1,1,1,1,1,4,2.2
"7314",245206986,0,1,0,-4.90262242049454,0.0575340597717407,-0.143742027347242,0.180214679108811,0.105069144058838,0.00739140818196312,0.0195283973148153,0.0308841431621186,0.0421189851117737,0.0770531466804187,0.1613607670349,40.5555555555556,4,3.5,4,1,3.25,3.16666666666667,2.25,2.5,1.5,1.25,1,1,1.6
"7315",245220496,0,1,0,-2.17018322593355,-0.0132437987740698,0.088268947151857,-0.134892008742598,-0.27104382779605,-0.0274278672873789,0.119082310470903,0.0697295574471017,0.0558125618011219,-0.0730077558028678,0.135627171835627,78,3,3.25,2.5,3,2.5,3.33333333333333,1,3.25,1,1,1.5,1,2
"7316",245205386,1,1,0,2.47720291723974,-0.186346363000184,-0.0317977188044307,0.180214679108811,-0.117968845539627,0.00376212641737177,-0.0419923234371015,0.057262845389879,0.0486520924781456,-0.0730077558028678,-0.208990373778411,147.666666666667,2.25,2.5,3.5,2.75,1.25,3.5,2.25,3.5,1.75,1.75,2.75,2.25,1.8
"7317",245051447,0,1,0,-2.17018322593355,-0.185757025013255,-0.1485486438502,-0.372044268688521,-0.27104382779605,-0.0274278672873789,-0.323977843362693,0.0697295574471017,0.0229070770579125,0.0733464753010898,-0.0576981988450397,63.5555555555556,2.25,2.25,2.5,2.33333333333333,1.5,3.16666666666667,1.5,3.5,1,1,3.5,3.25,2.6
"7318",245079740,1,0,1,2.62229031350259,-0.0942724413003941,0.125814021895194,0.180214679108811,0.105069144058838,0.00938328374616502,-0.0419923234371015,0.0496020199988172,0.0486520924781456,0.0770531466804187,-0.0576981988450397,75.4444444444444,3,3.25,3,1.5,3.5,3.5,1,2.25,1.5,2,2.25,1.75,2
"7319",245112935,0,0,0,-3.01869562460733,0.140737984430649,-0.411723260291882,-0.0295278093050692,0.019915664942267,0.00739140818196312,0.119082310470903,-0.406635941744661,-0.0997197298364098,0.0153154829883771,-0.0576981988450397,39,2.5,3.75,3,4,1,3,1.25,2.5,1.25,1.5,3.25,1,1.2
"7320",245076517,1,0,1,7.54813385425741,0.277833849162467,0.125814021895194,0.180214679108811,0.193980055278995,-0.0782702222235596,0.0195283973148153,0.0697295574471017,0.0486520924781456,-0.0730077558028678,0.135627171835627,93.3333333333333,3.75,4,4,1,4,2.5,1,2.5,1,1,1,1,1.8
"7321",245203309,0,0,0,-0.400252087191017,-0.14003025066558,-0.0317977188044307,0.180214679108811,0.019915664942267,0.0277138569392193,0.0195283973148153,-0.188681162334108,0.0486520924781456,0.0153154829883771,-0.0576981988450397,30.2222222222222,3.5,3.5,3,1.25,3.25,3.16666666666667,1,1.5,1.25,1,2,2.25,1.8
"7322",241000489,0,0,1,-1.04583890647407,0.00604093803135036,0.125814021895194,-0.0295278093050692,0.193980055278995,-0.0782702222235596,0.0195283973148153,0.0697295574471017,0.0486520924781456,0.0733464753010898,-0.0576981988450397,61.2222222222222,3.5,2.75,2,1.5,1.5,2.83333333333333,2.5,2.75,2.25,2,2.5,1,1.6
"7323",245201267,0,1,0,-2.17018322593355,-0.0368815269942465,0.125814021895194,-0.123004962836159,0.019915664942267,0.0277138569392193,-0.131017483284654,-0.188681162334108,0.0486520924781456,0.0770531466804187,-0.175268761698318,27.5555555555556,1,3.25,2.5,1.75,1,3,1,3.25,1,1,2.5,2.5,1.6
"7324",245055329,0,0,1,-1.82363155488248,0.113752928743128,0.125814021895194,-0.134892008742598,0.105069144058838,0.00938328374616502,0.119082310470903,0.057262845389879,0.00347663852804739,-0.0730077558028678,-0.0576981988450397,106.777777777778,3.25,3.25,2.5,1.25,1,3.66666666666667,1.75,2.25,1,1.25,3.5,1,2
"7325",241933369,1,1,0,4.26767871385712,0.0534712216699772,0.088268947151857,0.180214679108811,0.193980055278995,0.00938328374616502,0.0195283973148153,0.0308841431621186,0.0486520924781456,0.0770531466804187,0.273474905103578,49.5555555555556,1.75,3.75,3,3.5,3.5,3.33333333333333,1,2.25,1,1,3,2.75,1.4
"7326",245112793,0,0,1,-1.04583890647407,0.0305152642162635,-0.1485486438502,0.180214679108811,-0.27104382779605,0.00938328374616502,0.0195283973148153,0.0697295574471017,0.00289449124236004,0.0153154829883771,-0.0576981988450397,44.6666666666667,1,3.5,2.5,3.25,1,3,1,3.25,1,1,4,1,1.2
"7327",245123528,0,1,0,-2.17018322593355,0.14220101828912,-0.0317977188044307,-0.0295278093050692,0.193980055278995,0.0277138569392193,0.119082310470903,0.0697295574471017,0.00347663852804739,0.0770531466804187,0.135627171835627,53.5555555555556,3.5,3.75,3.75,1,3.25,3.16666666666667,1,2.5,1,1,1,1.5,1.4
"7328",235324410,1,0,1,7.56101542139492,0.186192316682723,0.190540246803742,0.180214679108811,0.019915664942267,0.00938328374616502,0.119082310470903,0.0697295574471017,-0.0997197298364098,0.0770531466804187,0.1613607670349,52.6666666666667,2.25,4,3.25,1,3.75,3.33333333333333,1.25,2,1,1,2.75,1,2.4
"7329",245091907,0,0,0,-2.17018322593355,-0.0818925567975091,0.125814021895194,-0.134892008742598,0.019915664942267,0.00938328374616502,-0.152292850959183,0.0697295574471017,0.0486520924781456,-0.0730077558028678,0.1613607670349,66.6666666666667,2,2.5,2.5,2,1.75,2.5,1,3,1.25,2,2.5,2.75,2.4
"7330",245055373,0,1,0,-2.11234504280568,-0.0679939207885141,-0.0317977188044307,-0.00732295582083226,-0.155680195179028,0.00938328374616502,0.0195283973148153,0.0697295574471017,0.0486520924781456,0.0733464753010898,-0.21570445232357,94.1111111111111,2,3.25,3.25,2.5,1.75,4,1.75,4,1.75,1,4,1.5,2.2
"7331",242557263,0,0,0,-2.17018322593355,0.147725572027486,0.125814021895194,-0.0295278093050692,0.105069144058838,0.00938328374616502,0.0195283973148153,0.0697295574471017,0.0486520924781456,-0.0730077558028678,0.135627171835627,53.4444444444444,3.25,3,2.5,2,2.75,2.33333333333333,1.75,2,1.25,2,1.25,1.75,1.6
"7332",245012379,1,1,1,3.6722669869646,0.152024191429594,-0.432689695382241,-0.00732295582083226,0.105069144058838,-0.0274278672873789,0.119082310470903,0.0697295574471017,0.00289449124236004,-0.00324446033255262,0.273474905103578,31.6666666666667,4,4,4,1,4,3.5,1,1,1,1,1,1.75,1
"7333",245080691,1,1,1,2.60174565562774,-0.0834049170271151,0.088268947151857,0.180214679108811,-0.155680195179028,-0.0782702222235596,-0.0419923234371015,0.0697295574471017,0.00347663852804739,0.0770531466804187,-0.175268761698318,62.8888888888889,2,3.5,3,3.5,4,3.5,1,1.25,1,1.25,3,1.75,1
"7334",245176996,1,1,1,3.60154723669922,-0.0163864005533165,0.190540246803742,-0.0295278093050692,0.019915664942267,0.00739140818196312,-0.24293555063138,-0.483029509985569,0.00347663852804739,-0.436808950440348,-0.24181862123262,38.8888888888889,2.5,4,2.25,2.5,1.75,3.33333333333333,1,1.75,1,1,1,1,2.8
"7335",245115382,1,0,1,2.60174565562774,0.0516994821814453,-0.1485486438502,0.180214679108811,0.105069144058838,0.00938328374616502,-0.131017483284654,0.0697295574471017,0.0486520924781456,0.0770531466804187,-0.175268761698318,45.4444444444444,3.25,3,3.75,2,1.5,2.8,1,3.5,1.75,1,2.25,3.25,2
"7336",245201763,0,0,0,-3.18286637414253,0.0476488517846148,-0.0317977188044307,-0.0295278093050692,0.105069144058838,0.00938328374616502,0.119082310470903,0.057262845389879,0.00347663852804739,0.0733464753010898,-0.21570445232357,30.2222222222222,2.25,1.75,3.75,3,1,3.33333333333333,1,3.5,1,1,2.75,1.5,1.2
"7337",245074755,0,0,1,-8.26776686720108,-0.183619643616583,0.088268947151857,-0.134892008742598,-0.308766036924631,-0.0782702222235596,-0.152292850959183,-0.188681162334108,0.0421189851117737,0.0153154829883771,-0.175268761698318,43.8888888888889,1.75,3.5,2.75,4,1,3,2.75,3.25,1,2.5,2.25,3.25,1.2
"7338",235353245,1,0,1,4.6142303849082,0.169440812537466,-0.0317977188044307,-0.0295278093050692,0.193980055278995,-0.0782702222235596,0.0195283973148153,0.0308841431621186,0.00347663852804739,0.0770531466804187,0.135627171835627,60.4444444444444,2.25,3.75,3.25,1.75,4,3.5,1,2.25,1.25,1.25,2.25,1,1
"7339",245134475,0,0,0,-1.17038164486208,0.161400938933469,-0.0317977188044307,0.180214679108811,-0.117968845539627,0.0277138569392193,-0.0419923234371015,0.057262845389879,0.00347663852804739,0.0733464753010898,-0.0576981988450397,103.111111111111,1,4,4,1.75,4,4,2,2.25,1,1,1.75,1.5,1.4
"7340",230752469,0,1,0,-6.89456249190015,0.0700020241354743,0.125814021895194,0.180214679108811,0.105069144058838,0.00938328374616502,0.0195283973148153,0.0308841431621186,0.00347663852804739,-0.0730077558028678,0.0821532023064181,70.4444444444444,3,4,4,2,3.5,3.83333333333333,1.25,2,1,1,1,1,1.4
"7341",244988649,1,1,0,2.32591373484204,0.121837196519805,0.125814021895194,-0.00732295582083226,0.105069144058838,0.0277138569392193,-0.152292850959183,0.0308841431621186,0.0558125618011219,0.0733464753010898,0.1613607670349,61,2.5,4,4,1,4,4,1.75,1,1,1,1,1,1
"7342",245155833,0,0,1,-0.103875508530471,0.0243354395146033,-0.143742027347242,0.180214679108811,0.105069144058838,-0.0274278672873789,0.0195283973148153,0.0308841431621186,-0.0997197298364098,-0.0730077558028678,-0.175268761698318,65.8888888888889,3,2.5,3.25,1.25,1.75,3,2,2,1,1.5,2.75,2.5,1.6
"7343",245109705,0,0,0,-12.3967344062751,0.105054706872591,-0.0317977188044307,-0.398078324903488,0.193980055278995,-0.176273771654236,-0.131017483284654,-0.188681162334108,-0.0997197298364098,0.0770531466804187,0.1613607670349,34.6666666666667,4,4,3.75,1.5,3,3,1.25,2.75,1,1.25,1,1,2
"7344",245162267,0,0,1,-1.82363155488248,-0.118899133149386,0.088268947151857,-0.0295278093050692,0.019915664942267,0.00739140818196312,0.0195283973148153,-0.188681162334108,0.00347663852804739,-0.0730077558028678,-0.175268761698318,81,2.25,2.5,2.5,3.75,1,2.83333333333333,1.25,2.25,1,1.25,2.5,3,2
"7345",245251635,0,0,0,-1.39239057752515,0.0668072461872275,-0.331745058615635,-0.00732295582083226,0.019915664942267,0.00938328374616502,-0.152292850959183,0.0697295574471017,0.00289449124236004,0.0770531466804187,0.1613607670349,51.1111111111111,2.25,4,2,2,1,3.16666666666667,1.25,3,1,1,2.75,1.5,1.4
"7346",228352901,0,1,1,-3.59356269362501,0.081610303804953,-0.143742027347242,0.180214679108811,0.105069144058838,0.00739140818196312,0.119082310470903,-0.406635941744661,0.0558125618011219,0.0733464753010898,0.273474905103578,81.8888888888889,2,3.75,4,4,2.5,3.83333333333333,1,2.75,1,1,1.75,1.75,1.8
"7347",245211656,0,1,1,-1.82363155488248,0.0920190987762997,-0.331745058615635,-0.00732295582083226,-0.177824934254533,0.00938328374616502,0.0195283973148153,0.0697295574471017,0.0558125618011219,0.0770531466804187,0.1613607670349,67.7777777777778,3.5,3,2.25,2.25,1.25,3.66666666666667,1.25,2,1,1.75,1.5,1.75,2
"7348",245269885,1,0,0,4.26767871385712,0.0400311076754439,-0.143742027347242,-0.398078324903488,-0.155680195179028,0.00739140818196312,0.119082310470903,-0.505875606596629,0.00289449124236004,-0.347399718706184,-0.415309118927338,56.2222222222222,1,1.75,2.25,3.25,2,2.83333333333333,1,3,3,1.75,2.25,1.75,1.6
"7349",245121765,0,0,1,0.110470333395263,-0.127536289697579,-0.0317977188044307,-0.00732295582083226,-0.177824934254533,0.00739140818196312,0.119082310470903,-0.188681162334108,0.0486520924781456,-0.0730077558028678,-0.0576981988450397,61.7777777777778,2,2.5,2.25,1.75,1.25,2.5,1,2.25,1,2.5,3.75,2.5,2.2
"7350",245129268,0,0,1,-0.823829973811001,-0.145895806507723,-0.0317977188044307,0.180214679108811,0.105069144058838,0.0305488045356784,0.0195283973148153,0.0308841431621186,0.00289449124236004,0.0733464753010898,-0.24181862123262,32.1111111111111,1.75,3,2,3.25,2,2.5,1.75,2.75,1,2.75,3,3,1.2
"7352",245212010,0,0,0,-1.39239057752515,-0.133138786988281,-0.262029781875302,-0.00732295582083226,-0.155680195179028,0.00739140818196312,-0.152292850959183,0.0308841431621186,0.00347663852804739,0.0733464753010898,-0.21570445232357,32.2222222222222,2.75,1.5,2,1,2.75,2.33333333333333,1.75,2.75,1.25,2.25,1.75,1.5,1.8
"7353",245161494,0,0,1,-1.82363155488248,-0.0659151837676502,0.125814021895194,0.180214679108811,0.105069144058838,0.00938328374616502,0.0195283973148153,0.0308841431621186,0.00289449124236004,0.0733464753010898,-0.175268761698318,196.444444444444,4,4,2.5,1,2,3.16666666666667,1.25,3.25,1,1.25,2.75,1,1.4
"7354",245179730,0,1,0,-1.22821982798995,-0.098531061714103,-0.0317977188044307,-0.398078324903488,0.105069144058838,-0.0274278672873789,0.0195283973148153,0.0697295574471017,0.00347663852804739,-0.0730077558028678,-0.0576981988450397,41.1111111111111,3.25,3.75,3.25,1.5,2.5,3.33333333333333,1.25,2.75,1,1.5,3,2.25,2
"7355",245171212,0,0,1,-1.82363155488248,-0.115171554524927,0.190540246803742,-0.0295278093050692,0.019915664942267,0.0277138569392193,-0.24293555063138,-0.505875606596629,0.0486520924781456,-0.436808950440348,-0.24181862123262,171.555555555556,2.25,3,4,2,3,3,1.25,3,1,1.5,1.5,2.25,1.8
"7356",234033275,1,0,0,5.25981720419126,0.164093380545487,0.190540246803742,-0.135979512919568,0.105069144058838,-0.0274278672873789,0.0195283973148153,0.057262845389879,0.0558125618011219,0.0153154829883771,-0.21570445232357,52.3333333333333,4,4,4,1,1,3.66666666666667,1,3.25,1,1,1,1,1
"7357",241773641,1,0,0,3.48988606544872,0.124489575157197,0.190540246803742,0.180214679108811,0.193980055278995,0.0794715033920372,0.0195283973148153,-0.406635941744661,0.00347663852804739,0.0153154829883771,0.273474905103578,82.3333333333333,4,4,4,1,3.25,3.83333333333333,1,1.75,1,1,1,1,1
"7358",245139580,0,0,0,-6.89456249190015,0.0954966722984491,0.088268947151857,0.180214679108811,-0.117968845539627,0.00938328374616502,0.0195283973148153,0.0697295574471017,0.00347663852804739,0.0733464753010898,0.135627171835627,46,4,4,4,1,4,4,1,1,1,1,1,1,1
"7359",245010406,0,1,1,-1.04583890647407,0.0423928808771838,0.088268947151857,0.180214679108811,0.105069144058838,0.00938328374616502,0.0195283973148153,0.0308841431621186,0.00347663852804739,0.0770531466804187,0.1613607670349,34.6666666666667,4,3.5,1.75,2.25,2,3.66666666666667,1.75,3,1,1,2.5,1,1.2
"7360",245226455,0,1,0,-1.39239057752515,0.120781223925752,-0.143742027347242,0.180214679108811,0.019915664942267,0.00938328374616502,-0.152292850959183,0.0308841431621186,0.0421189851117737,0.0153154829883771,0.1613607670349,31.3333333333333,3.25,3.25,2.75,2,2.25,3.33333333333333,1.75,1.25,1.75,1.25,1,1,1.4
"7361",245218943,0,1,0,-6.73039174236494,-0.0693505050592903,-0.0317977188044307,-0.0295278093050692,0.224366218008776,0.00938328374616502,0.0195283973148153,0.0697295574471017,0.0486520924781456,0.0770531466804187,-0.24181862123262,56.8888888888889,3.75,3.25,4,1,1.75,3.83333333333333,1.75,2.5,1,1,1,1.25,1.6
"7362",239257679,0,1,1,-1.05350199721142,0.143722497674216,0.125814021895194,-0.395892795585364,0.105069144058838,-0.0274278672873789,0.0195283973148153,0.0308841431621186,0.00347663852804739,0.0733464753010898,-0.0576981988450397,53.3333333333333,4,4,3.25,1.75,4,4,1,4,1,1,1,1,2.2
"7363",245165514,1,0,1,2.60174565562774,0.0069849965611673,0.088268947151857,0.180214679108811,0.019915664942267,0.00938328374616502,-0.152292850959183,0.0308841431621186,0.0558125618011219,-0.0730077558028678,0.1613607670349,62.7777777777778,4,4,3.25,1,1,3.5,1.25,1.75,1,1,1,1,1
"7364",123209789,0,0,1,-8.33848661746645,-0.00317608672225249,0.125814021895194,-0.0295278093050692,0.105069144058838,0.00739140818196312,0.0195283973148153,0.0496020199988172,0.0558125618011219,0.0733464753010898,0.1613607670349,32.7777777777778,2.75,3.25,2.75,3.25,2,2.16666666666667,1.5,3.5,1,1.5,2.75,1.25,1.6
"7365",245075024,0,0,1,-0.831493064548341,0.157460061282323,-0.262029781875302,-0.134892008742598,0.105069144058838,0.00938328374616502,-0.0419923234371015,0.0697295574471017,0.00347663852804739,-0.347399718706184,-0.0576981988450397,139.888888888889,4,4,4,1,2.5,3.33333333333333,1,2.5,1,1,1,1.75,1
"7366",245108164,1,1,0,5.25981720419126,-0.0525283653336796,0.190540246803742,0.180214679108811,0.193980055278995,0.00938328374616502,0.0195283973148153,0.0697295574471017,0.00347663852804739,0.0733464753010898,-0.0576981988450397,82.1111111111111,1.75,3.5,2,1.25,2.5,3,1,2.5,1.25,1,2,1.75,1.4
"7367",245128399,1,0,0,4.26767871385712,-0.104014347918503,0.088268947151857,0.180214679108811,-0.308766036924631,0.00739140818196312,-0.0419923234371015,0.0697295574471017,0.0421189851117737,0.0770531466804187,0.135627171835627,29.5555555555556,1.25,3.5,1.25,2.5,3.5,2.83333333333333,1.5,1.25,1,2,4,1,1.2
"7368",245236541,0,0,0,-3.11214662387716,0.00305660432631171,-0.143742027347242,-0.0295278093050692,0.019915664942267,0.00739140818196312,0.0195283973148153,0.0697295574471017,0.00347663852804739,-0.00324446033255262,-0.0576981988450397,42.4444444444444,1.75,3.75,3.25,2.75,4,2.33333333333333,1,2.75,1,1.25,3.25,1,1.6
